Document_ID,prompt_id,label
AR_gpt-4o_9_43_853,43,1
AR_gpt-4o_9_43_853,155,-1
AR_gpt-4o_9_43_853,47,0
AR_gpt-4o_17_46_915,46,1
AR_gpt-4o_17_46_915,132,-1
AR_gpt-4o_17_46_915,59,0
AR_gpt-4o_12_24_478,24,1
AR_gpt-4o_12_24_478,73,-1
AR_gpt-4o_12_24_478,103,0
AR_gpt-4o_8_16_315,16,1
AR_gpt-4o_8_16_315,82,-1
AR_gpt-4o_8_16_315,17,0
AR_gpt-4o_2_6_120,6,1
AR_gpt-4o_2_6_120,139,-1
AR_gpt-4o_2_6_120,95,0
AR_gpt-4o_8_17_334,17,1
AR_gpt-4o_8_17_334,85,-1
AR_gpt-4o_8_17_334,50,0
AR_gpt-4o_17_45_893,45,1
AR_gpt-4o_17_45_893,34,-1
AR_gpt-4o_17_45_893,44,0
AR_gpt-4o_9_20_398,20,1
AR_gpt-4o_9_20_398,19,-1
AR_gpt-4o_9_20_398,145,0
AR_gpt-4o_3_33_654,33,1
AR_gpt-4o_3_33_654,142,-1
AR_gpt-4o_3_33_654,151,0
AR_gpt-4o_17_44_880,44,1
AR_gpt-4o_17_44_880,134,-1
AR_gpt-4o_17_44_880,46,0
AR_gpt-4o_13_25_494,25,1
AR_gpt-4o_13_25_494,153,-1
AR_gpt-4o_13_25_494,136,0
AR_gpt-4o_2_32_635,32,1
AR_gpt-4o_2_32_635,155,-1
AR_gpt-4o_2_32_635,95,0
AR_gpt-4o_9_39_775,39,1
AR_gpt-4o_9_39_775,67,-1
AR_gpt-4o_9_39_775,86,0
AR_gpt-4o_4_8_155,8,1
AR_gpt-4o_4_8_155,26,-1
AR_gpt-4o_4_8_155,67,0
AR_gpt-4o_18_153_3053,153,1
AR_gpt-4o_18_153_3053,160,-1
AR_gpt-4o_18_153_3053,155,0
AR_gpt-4o_6_12_236,12,1
AR_gpt-4o_6_12_236,141,-1
AR_gpt-4o_6_12_236,104,0
AR_gpt-4o_16_40_794,40,1
AR_gpt-4o_16_40_794,54,-1
AR_gpt-4o_16_40_794,137,0
AR_gpt-4o_8_17_336,17,1
AR_gpt-4o_8_17_336,16,-1
AR_gpt-4o_8_17_336,58,0
AR_gpt-4o_2_32_637,32,1
AR_gpt-4o_2_32_637,154,-1
AR_gpt-4o_2_32_637,3,0
AR_gpt-4o_8_16_311,16,1
AR_gpt-4o_8_16_311,43,-1
AR_gpt-4o_8_16_311,79,0
AR_gpt-4o_15_27_540,27,1
AR_gpt-4o_15_27_540,155,-1
AR_gpt-4o_15_27_540,101,0
AR_gpt-4o_3_5_93,5,1
AR_gpt-4o_3_5_93,153,-1
AR_gpt-4o_3_5_93,92,0
AR_gpt-4o_4_7_136,7,1
AR_gpt-4o_4_7_136,20,-1
AR_gpt-4o_4_7_136,66,0
AR_gpt-4o_2_6_119,6,1
AR_gpt-4o_2_6_119,47,-1
AR_gpt-4o_2_6_119,95,0
AR_gpt-4o_12_30_591,30,1
AR_gpt-4o_12_30_591,24,-1
AR_gpt-4o_12_30_591,52,0
AR_gpt-4o_14_26_513,26,1
AR_gpt-4o_14_26_513,120,-1
AR_gpt-4o_14_26_513,132,0
AR_gpt-4o_9_39_776,39,1
AR_gpt-4o_9_39_776,25,-1
AR_gpt-4o_9_39_776,43,0
AR_gpt-4o_13_25_492,25,1
AR_gpt-4o_13_25_492,2,-1
AR_gpt-4o_13_25_492,136,0
AR_gpt-4o_17_44_878,44,1
AR_gpt-4o_17_44_878,117,-1
AR_gpt-4o_17_44_878,99,0
AR_gpt-4o_6_11_212,11,1
AR_gpt-4o_6_11_212,101,-1
AR_gpt-4o_6_11_212,57,0
AR_gpt-4o_3_19_376,19,1
AR_gpt-4o_3_19_376,52,-1
AR_gpt-4o_3_19_376,151,0
AR_gpt-4o_9_43_851,43,1
AR_gpt-4o_9_43_851,140,-1
AR_gpt-4o_9_43_851,37,0
AR_gpt-4o_12_30_599,30,1
AR_gpt-4o_12_30_599,6,-1
AR_gpt-4o_12_30_599,52,0
AR_gpt-4o_16_34_675,34,1
AR_gpt-4o_16_34_675,159,-1
AR_gpt-4o_16_34_675,40,0
AR_gpt-4o_12_24_474,24,1
AR_gpt-4o_12_24_474,145,-1
AR_gpt-4o_12_24_474,134,0
AR_gpt-4o_4_8_152,8,1
AR_gpt-4o_4_8_152,132,-1
AR_gpt-4o_4_8_152,142,0
AR_gpt-4o_8_17_340,17,1
AR_gpt-4o_8_17_340,115,-1
AR_gpt-4o_8_17_340,58,0
AR_gpt-4o_9_43_856,43,1
AR_gpt-4o_9_43_856,127,-1
AR_gpt-4o_9_43_856,37,0
AR_gpt-4o_16_34_677,34,1
AR_gpt-4o_16_34_677,78,-1
AR_gpt-4o_16_34_677,40,0
AR_gpt-4o_13_25_497,25,1
AR_gpt-4o_13_25_497,131,-1
AR_gpt-4o_13_25_497,136,0
AR_gpt-4o_2_6_117,6,1
AR_gpt-4o_2_6_117,21,-1
AR_gpt-4o_2_6_117,32,0
AR_gpt-4o_20_159_3174,159,1
AR_gpt-4o_20_159_3174,135,-1
AR_gpt-4o_20_159_3174,160,0
AR_gpt-4o_14_26_512,26,1
AR_gpt-4o_14_26_512,18,-1
AR_gpt-4o_14_26_512,73,0
AR_gpt-4o_17_45_894,45,1
AR_gpt-4o_17_45_894,54,-1
AR_gpt-4o_17_45_894,75,0
AR_gpt-4o_2_3_55,3,1
AR_gpt-4o_2_3_55,71,-1
AR_gpt-4o_2_3_55,6,0
AR_gpt-4o_2_3_51,3,1
AR_gpt-4o_2_3_51,87,-1
AR_gpt-4o_2_3_51,144,0
AR_gpt-4o_9_47_935,47,1
AR_gpt-4o_9_47_935,55,-1
AR_gpt-4o_9_47_935,39,0
AR_gpt-4o_17_46_912,46,1
AR_gpt-4o_17_46_912,135,-1
AR_gpt-4o_17_46_912,59,0
AR_gpt-4o_19_156_3115,156,1
AR_gpt-4o_19_156_3115,147,-1
AR_gpt-4o_19_156_3115,158,0
AR_gpt-4o_9_20_391,20,1
AR_gpt-4o_9_20_391,151,-1
AR_gpt-4o_9_20_391,37,0
AR_gpt-4o_9_37_737,37,1
AR_gpt-4o_9_37_737,26,-1
AR_gpt-4o_9_37_737,146,0
AR_gpt-4o_3_33_653,33,1
AR_gpt-4o_3_33_653,92,-1
AR_gpt-4o_3_33_653,92,0
AR_gpt-4o_17_46_913,46,1
AR_gpt-4o_17_46_913,132,-1
AR_gpt-4o_17_46_913,99,0
AR_gpt-4o_3_35_699,35,1
AR_gpt-4o_3_35_699,29,-1
AR_gpt-4o_3_35_699,91,0
AR_gpt-4o_3_35_694,35,1
AR_gpt-4o_3_35_694,31,-1
AR_gpt-4o_3_35_694,19,0
AR_gpt-4o_9_20_394,20,1
AR_gpt-4o_9_20_394,160,-1
AR_gpt-4o_9_20_394,86,0
AR_gpt-4o_12_30_592,30,1
AR_gpt-4o_12_30_592,151,-1
AR_gpt-4o_12_30_592,24,0
AR_gpt-4o_3_19_379,19,1
AR_gpt-4o_3_19_379,58,-1
AR_gpt-4o_3_19_379,92,0
AR_gpt-4o_4_7_137,7,1
AR_gpt-4o_4_7_137,135,-1
AR_gpt-4o_4_7_137,8,0
AR_gpt-4o_3_35_696,35,1
AR_gpt-4o_3_35_696,81,-1
AR_gpt-4o_3_35_696,151,0
AR_gpt-4o_6_12_232,12,1
AR_gpt-4o_6_12_232,93,-1
AR_gpt-4o_6_12_232,72,0
AR_gpt-4o_15_27_531,27,1
AR_gpt-4o_15_27_531,12,-1
AR_gpt-4o_15_27_531,98,0
AR_gpt-4o_4_8_158,8,1
AR_gpt-4o_4_8_158,141,-1
AR_gpt-4o_4_8_158,142,0
AR_gpt-4o_4_7_133,7,1
AR_gpt-4o_4_7_133,110,-1
AR_gpt-4o_4_7_133,67,0
AR_gpt-4o_17_45_892,45,1
AR_gpt-4o_17_45_892,90,-1
AR_gpt-4o_17_45_892,44,0
AR_gpt-4o_3_5_92,5,1
AR_gpt-4o_3_5_92,106,-1
AR_gpt-4o_3_5_92,33,0
AR_gpt-4o_20_159_3177,159,1
AR_gpt-4o_20_159_3177,104,-1
AR_gpt-4o_20_159_3177,160,0
AR_gpt-4o_16_34_671,34,1
AR_gpt-4o_16_34_671,33,-1
AR_gpt-4o_16_34_671,137,0
AR_gpt-4o_9_47_934,47,1
AR_gpt-4o_9_47_934,124,-1
AR_gpt-4o_9_47_934,86,0
AR_gpt-4o_2_6_118,6,1
AR_gpt-4o_2_6_118,93,-1
AR_gpt-4o_2_6_118,96,0
AR_gpt-4o_9_43_858,43,1
AR_gpt-4o_9_43_858,152,-1
AR_gpt-4o_9_43_858,146,0
AR_gpt-4o_9_39_780,39,1
AR_gpt-4o_9_39_780,51,-1
AR_gpt-4o_9_39_780,20,0
AR_gpt-4o_17_38_751,38,1
AR_gpt-4o_17_38_751,103,-1
AR_gpt-4o_17_38_751,45,0
AR_gpt-4o_15_28_553,28,1
AR_gpt-4o_15_28_553,131,-1
AR_gpt-4o_15_28_553,97,0
AR_gpt-4o_17_46_911,46,1
AR_gpt-4o_17_46_911,3,-1
AR_gpt-4o_17_46_911,76,0
AR_gpt-4o_13_25_499,25,1
AR_gpt-4o_13_25_499,29,-1
AR_gpt-4o_13_25_499,60,0
AR_gpt-4o_6_12_233,12,1
AR_gpt-4o_6_12_233,161,-1
AR_gpt-4o_6_12_233,104,0
AR_gpt-4o_13_25_496,25,1
AR_gpt-4o_13_25_496,82,-1
AR_gpt-4o_13_25_496,136,0
AR_gpt-4o_12_24_479,24,1
AR_gpt-4o_12_24_479,155,-1
AR_gpt-4o_12_24_479,30,0
AR_gpt-4o_2_3_59,3,1
AR_gpt-4o_2_3_59,69,-1
AR_gpt-4o_2_3_59,95,0
AR_gpt-4o_6_12_235,12,1
AR_gpt-4o_6_12_235,160,-1
AR_gpt-4o_6_12_235,104,0
AR_gpt-4o_3_5_95,5,1
AR_gpt-4o_3_5_95,9,-1
AR_gpt-4o_3_5_95,91,0
AR_gpt-4o_15_27_537,27,1
AR_gpt-4o_15_27_537,66,-1
AR_gpt-4o_15_27_537,113,0
AR_gpt-4o_4_8_151,8,1
AR_gpt-4o_4_8_151,33,-1
AR_gpt-4o_4_8_151,7,0
AR_gpt-4o_18_153_3052,153,1
AR_gpt-4o_18_153_3052,121,-1
AR_gpt-4o_18_153_3052,155,0
AR_gpt-4o_19_156_3111,156,1
AR_gpt-4o_19_156_3111,64,-1
AR_gpt-4o_19_156_3111,158,0
AR_gpt-4o_3_35_697,35,1
AR_gpt-4o_3_35_697,52,-1
AR_gpt-4o_3_35_697,91,0
AR_gpt-4o_17_46_916,46,1
AR_gpt-4o_17_46_916,73,-1
AR_gpt-4o_17_46_916,38,0
AR_gpt-4o_17_38_757,38,1
AR_gpt-4o_17_38_757,23,-1
AR_gpt-4o_17_38_757,76,0
AR_gpt-4o_16_34_678,34,1
AR_gpt-4o_16_34_678,141,-1
AR_gpt-4o_16_34_678,137,0
AR_gpt-4o_3_35_693,35,1
AR_gpt-4o_3_35_693,51,-1
AR_gpt-4o_3_35_693,151,0
AR_gpt-4o_9_47_940,47,1
AR_gpt-4o_9_47_940,159,-1
AR_gpt-4o_9_47_940,86,0
AR_gpt-4o_16_40_792,40,1
AR_gpt-4o_16_40_792,33,-1
AR_gpt-4o_16_40_792,84,0
AR_gpt-4o_20_159_3172,159,1
AR_gpt-4o_20_159_3172,130,-1
AR_gpt-4o_20_159_3172,160,0
AR_gpt-4o_18_153_3051,153,1
AR_gpt-4o_18_153_3051,161,-1
AR_gpt-4o_18_153_3051,154,0
AR_gpt-4o_9_43_860,43,1
AR_gpt-4o_9_43_860,130,-1
AR_gpt-4o_9_43_860,86,0
AR_gpt-4o_16_34_672,34,1
AR_gpt-4o_16_34_672,128,-1
AR_gpt-4o_16_34_672,138,0
AR_gpt-4o_15_28_552,28,1
AR_gpt-4o_15_28_552,151,-1
AR_gpt-4o_15_28_552,98,0
AR_gpt-4o_4_8_154,8,1
AR_gpt-4o_4_8_154,24,-1
AR_gpt-4o_4_8_154,67,0
AR_gpt-4o_3_35_698,35,1
AR_gpt-4o_3_35_698,36,-1
AR_gpt-4o_3_35_698,19,0
AR_gpt-4o_3_33_651,33,1
AR_gpt-4o_3_33_651,139,-1
AR_gpt-4o_3_33_651,19,0
AR_gpt-4o_16_40_800,40,1
AR_gpt-4o_16_40_800,17,-1
AR_gpt-4o_16_40_800,83,0
AR_gpt-4o_9_20_396,20,1
AR_gpt-4o_9_20_396,91,-1
AR_gpt-4o_9_20_396,39,0
AR_gpt-4o_6_11_214,11,1
AR_gpt-4o_6_11_214,147,-1
AR_gpt-4o_6_11_214,129,0
AR_gpt-4o_2_3_52,3,1
AR_gpt-4o_2_3_52,38,-1
AR_gpt-4o_2_3_52,144,0
AR_gpt-4o_4_8_160,8,1
AR_gpt-4o_4_8_160,140,-1
AR_gpt-4o_4_8_160,66,0
AR_gpt-4o_8_17_331,17,1
AR_gpt-4o_8_17_331,160,-1
AR_gpt-4o_8_17_331,50,0
AR_gpt-4o_16_34_676,34,1
AR_gpt-4o_16_34_676,56,-1
AR_gpt-4o_16_34_676,138,0
AR_gpt-4o_4_7_135,7,1
AR_gpt-4o_4_7_135,109,-1
AR_gpt-4o_4_7_135,141,0
AR_gpt-4o_9_43_854,43,1
AR_gpt-4o_9_43_854,95,-1
AR_gpt-4o_9_43_854,86,0
AR_gpt-4o_3_19_372,19,1
AR_gpt-4o_3_19_372,58,-1
AR_gpt-4o_3_19_372,92,0
AR_gpt-4o_6_11_213,11,1
AR_gpt-4o_6_11_213,131,-1
AR_gpt-4o_6_11_213,61,0
AR_gpt-4o_9_43_855,43,1
AR_gpt-4o_9_43_855,153,-1
AR_gpt-4o_9_43_855,85,0
AR_gpt-4o_9_39_772,39,1
AR_gpt-4o_9_39_772,40,-1
AR_gpt-4o_9_39_772,86,0
AR_gpt-4o_3_5_94,5,1
AR_gpt-4o_3_5_94,157,-1
AR_gpt-4o_3_5_94,91,0
AR_gpt-4o_8_17_339,17,1
AR_gpt-4o_8_17_339,130,-1
AR_gpt-4o_8_17_339,121,0
AR_gpt-4o_17_44_874,44,1
AR_gpt-4o_17_44_874,76,-1
AR_gpt-4o_17_44_874,46,0
AR_gpt-4o_15_28_557,28,1
AR_gpt-4o_15_28_557,54,-1
AR_gpt-4o_15_28_557,124,0
AR_gpt-4o_20_159_3175,159,1
AR_gpt-4o_20_159_3175,20,-1
AR_gpt-4o_20_159_3175,161,0
AR_gpt-4o_13_25_495,25,1
AR_gpt-4o_13_25_495,103,-1
AR_gpt-4o_13_25_495,60,0
AR_gpt-4o_19_156_3117,156,1
AR_gpt-4o_19_156_3117,44,-1
AR_gpt-4o_19_156_3117,158,0
AR_gpt-4o_9_39_774,39,1
AR_gpt-4o_9_39_774,33,-1
AR_gpt-4o_9_39_774,85,0
AR_gpt-4o_6_11_215,11,1
AR_gpt-4o_6_11_215,63,-1
AR_gpt-4o_6_11_215,129,0
AR_gpt-4o_6_11_211,11,1
AR_gpt-4o_6_11_211,26,-1
AR_gpt-4o_6_11_211,61,0
AR_gpt-4o_12_30_595,30,1
AR_gpt-4o_12_30_595,108,-1
AR_gpt-4o_12_30_595,24,0
AR_gpt-4o_2_32_640,32,1
AR_gpt-4o_2_32_640,26,-1
AR_gpt-4o_2_32_640,96,0
AR_gpt-4o_20_159_3179,159,1
AR_gpt-4o_20_159_3179,75,-1
AR_gpt-4o_20_159_3179,160,0
AR_gpt-4o_2_32_638,32,1
AR_gpt-4o_2_32_638,25,-1
AR_gpt-4o_2_32_638,95,0
AR_gpt-4o_15_28_560,28,1
AR_gpt-4o_15_28_560,16,-1
AR_gpt-4o_15_28_560,69,0
AR_gpt-4o_6_11_219,11,1
AR_gpt-4o_6_11_219,142,-1
AR_gpt-4o_6_11_219,109,0
AR_gpt-4o_4_8_159,8,1
AR_gpt-4o_4_8_159,93,-1
AR_gpt-4o_4_8_159,66,0
AR_gpt-4o_17_38_756,38,1
AR_gpt-4o_17_38_756,32,-1
AR_gpt-4o_17_38_756,147,0
AR_gpt-4o_16_40_793,40,1
AR_gpt-4o_16_40_793,116,-1
AR_gpt-4o_16_40_793,137,0
AR_gpt-4o_2_6_112,6,1
AR_gpt-4o_2_6_112,159,-1
AR_gpt-4o_2_6_112,3,0
AR_gpt-4o_18_153_3054,153,1
AR_gpt-4o_18_153_3054,22,-1
AR_gpt-4o_18_153_3054,154,0
AR_gpt-4o_15_28_551,28,1
AR_gpt-4o_15_28_551,119,-1
AR_gpt-4o_15_28_551,113,0
AR_gpt-4o_17_44_877,44,1
AR_gpt-4o_17_44_877,161,-1
AR_gpt-4o_17_44_877,99,0
AR_gpt-4o_3_33_652,33,1
AR_gpt-4o_3_33_652,66,-1
AR_gpt-4o_3_33_652,19,0
AR_gpt-4o_17_46_914,46,1
AR_gpt-4o_17_46_914,29,-1
AR_gpt-4o_17_46_914,38,0
AR_gpt-4o_16_40_798,40,1
AR_gpt-4o_16_40_798,58,-1
AR_gpt-4o_16_40_798,138,0
AR_gpt-4o_9_47_939,47,1
AR_gpt-4o_9_47_939,48,-1
AR_gpt-4o_9_47_939,37,0
AR_gpt-4o_14_26_520,26,1
AR_gpt-4o_14_26_520,137,-1
AR_gpt-4o_14_26_520,132,0
AR_gpt-4o_13_25_491,25,1
AR_gpt-4o_13_25_491,150,-1
AR_gpt-4o_13_25_491,136,0
AR_gpt-4o_15_27_532,27,1
AR_gpt-4o_15_27_532,156,-1
AR_gpt-4o_15_27_532,113,0
AR_gpt-4o_3_19_380,19,1
AR_gpt-4o_3_19_380,106,-1
AR_gpt-4o_3_19_380,91,0
AR_gpt-4o_8_17_338,17,1
AR_gpt-4o_8_17_338,149,-1
AR_gpt-4o_8_17_338,58,0
AR_gpt-4o_20_159_3171,159,1
AR_gpt-4o_20_159_3171,79,-1
AR_gpt-4o_20_159_3171,161,0
AR_gpt-4o_3_35_695,35,1
AR_gpt-4o_3_35_695,107,-1
AR_gpt-4o_3_35_695,151,0
AR_gpt-4o_12_24_472,24,1
AR_gpt-4o_12_24_472,92,-1
AR_gpt-4o_12_24_472,30,0
AR_gpt-4o_20_159_3180,159,1
AR_gpt-4o_20_159_3180,147,-1
AR_gpt-4o_20_159_3180,160,0
AR_gpt-4o_2_6_111,6,1
AR_gpt-4o_2_6_111,82,-1
AR_gpt-4o_2_6_111,3,0
AR_gpt-4o_2_32_639,32,1
AR_gpt-4o_2_32_639,81,-1
AR_gpt-4o_2_32_639,95,0
AR_gpt-4o_8_16_312,16,1
AR_gpt-4o_8_16_312,31,-1
AR_gpt-4o_8_16_312,17,0
AR_gpt-4o_9_20_397,20,1
AR_gpt-4o_9_20_397,30,-1
AR_gpt-4o_9_20_397,39,0
AR_gpt-4o_17_44_871,44,1
AR_gpt-4o_17_44_871,158,-1
AR_gpt-4o_17_44_871,76,0
AR_gpt-4o_9_20_393,20,1
AR_gpt-4o_9_20_393,9,-1
AR_gpt-4o_9_20_393,86,0
AR_gpt-4o_15_69_1366,69,1
AR_gpt-4o_15_69_1366,154,-1
AR_gpt-4o_15_69_1366,124,0
AR_gpt-4o_15_53_1044,53,1
AR_gpt-4o_15_53_1044,118,-1
AR_gpt-4o_15_53_1044,115,0
AR_gpt-4o_14_73_1442,73,1
AR_gpt-4o_14_73_1442,126,-1
AR_gpt-4o_14_73_1442,132,0
AR_gpt-4o_9_85_1685,85,1
AR_gpt-4o_9_85_1685,112,-1
AR_gpt-4o_9_85_1685,39,0
AR_gpt-4o_8_58_1148,58,1
AR_gpt-4o_8_58_1148,152,-1
AR_gpt-4o_8_58_1148,16,0
AR_gpt-4o_15_97_1922,97,1
AR_gpt-4o_15_97_1922,41,-1
AR_gpt-4o_15_97_1922,27,0
AR_gpt-4o_15_97_1925,97,1
AR_gpt-4o_15_97_1925,14,-1
AR_gpt-4o_15_97_1925,64,0
AR_gpt-4o_8_50_986,50,1
AR_gpt-4o_8_50_986,130,-1
AR_gpt-4o_8_50_986,121,0
AR_gpt-4o_4_67_1329,67,1
AR_gpt-4o_4_67_1329,83,-1
AR_gpt-4o_4_67_1329,7,0
AR_gpt-4o_15_64_1267,64,1
AR_gpt-4o_15_64_1267,102,-1
AR_gpt-4o_15_64_1267,69,0
AR_gpt-4o_15_48_941,48,1
AR_gpt-4o_15_48_941,144,-1
AR_gpt-4o_15_48_941,108,0
AR_gpt-4o_8_50_990,50,1
AR_gpt-4o_8_50_990,94,-1
AR_gpt-4o_8_50_990,16,0
AR_gpt-4o_16_83_1642,83,1
AR_gpt-4o_16_83_1642,78,-1
AR_gpt-4o_16_83_1642,137,0
AR_gpt-4o_16_84_1661,84,1
AR_gpt-4o_16_84_1661,113,-1
AR_gpt-4o_16_84_1661,83,0
AR_gpt-4o_6_56_1107,56,1
AR_gpt-4o_6_56_1107,74,-1
AR_gpt-4o_6_56_1107,112,0
AR_gpt-4o_9_85_1683,85,1
AR_gpt-4o_9_85_1683,83,-1
AR_gpt-4o_9_85_1683,47,0
AR_gpt-4o_15_69_1363,69,1
AR_gpt-4o_15_69_1363,151,-1
AR_gpt-4o_15_69_1363,28,0
AR_gpt-4o_13_60_1184,60,1
AR_gpt-4o_13_60_1184,55,-1
AR_gpt-4o_13_60_1184,136,0
AR_gpt-4o_16_83_1650,83,1
AR_gpt-4o_16_83_1650,71,-1
AR_gpt-4o_16_83_1650,34,0
AR_gpt-4o_15_98_1947,98,1
AR_gpt-4o_15_98_1947,92,-1
AR_gpt-4o_15_98_1947,108,0
AR_gpt-4o_16_83_1646,83,1
AR_gpt-4o_16_83_1646,51,-1
AR_gpt-4o_16_83_1646,137,0
AR_gpt-4o_19_157_3127,157,1
AR_gpt-4o_19_157_3127,161,-1
AR_gpt-4o_19_157_3127,158,0
AR_gpt-4o_12_52_1026,52,1
AR_gpt-4o_12_52_1026,109,-1
AR_gpt-4o_12_52_1026,103,0
AR_gpt-4o_14_73_1441,73,1
AR_gpt-4o_14_73_1441,78,-1
AR_gpt-4o_14_73_1441,26,0
AR_gpt-4o_20_160_3184,160,1
AR_gpt-4o_20_160_3184,103,-1
AR_gpt-4o_20_160_3184,161,0
AR_gpt-4o_15_63_1244,63,1
AR_gpt-4o_15_63_1244,20,-1
AR_gpt-4o_15_63_1244,28,0
AR_gpt-4o_14_55_1083,55,1
AR_gpt-4o_14_55_1083,81,-1
AR_gpt-4o_14_55_1083,132,0
AR_gpt-4o_15_97_1930,97,1
AR_gpt-4o_15_97_1930,11,-1
AR_gpt-4o_15_97_1930,48,0
AR_gpt-4o_15_97_1927,97,1
AR_gpt-4o_15_97_1927,161,-1
AR_gpt-4o_15_97_1927,115,0
AR_gpt-4o_13_82_1628,82,1
AR_gpt-4o_13_82_1628,28,-1
AR_gpt-4o_13_82_1628,60,0
AR_gpt-4o_6_72_1423,72,1
AR_gpt-4o_6_72_1423,35,-1
AR_gpt-4o_6_72_1423,118,0
AR_gpt-4o_15_64_1265,64,1
AR_gpt-4o_15_64_1265,52,-1
AR_gpt-4o_15_64_1265,77,0
AR_gpt-4o_16_83_1645,83,1
AR_gpt-4o_16_83_1645,156,-1
AR_gpt-4o_16_83_1645,138,0
AR_gpt-4o_12_52_1023,52,1
AR_gpt-4o_12_52_1023,128,-1
AR_gpt-4o_12_52_1023,103,0
AR_gpt-4o_14_55_1087,55,1
AR_gpt-4o_14_55_1087,52,-1
AR_gpt-4o_14_55_1087,73,0
AR_gpt-4o_13_60_1181,60,1
AR_gpt-4o_13_60_1181,33,-1
AR_gpt-4o_13_60_1181,136,0
AR_gpt-4o_8_79_1567,79,1
AR_gpt-4o_8_79_1567,78,-1
AR_gpt-4o_8_79_1567,50,0
AR_gpt-4o_15_63_1247,63,1
AR_gpt-4o_15_63_1247,43,-1
AR_gpt-4o_15_63_1247,28,0
AR_gpt-4o_19_157_3128,157,1
AR_gpt-4o_19_157_3128,4,-1
AR_gpt-4o_19_157_3128,158,0
AR_gpt-4o_6_56_1108,56,1
AR_gpt-4o_6_56_1108,76,-1
AR_gpt-4o_6_56_1108,104,0
AR_gpt-4o_4_66_1308,66,1
AR_gpt-4o_4_66_1308,66,-1
AR_gpt-4o_4_66_1308,67,0
AR_gpt-4o_12_52_1025,52,1
AR_gpt-4o_12_52_1025,69,-1
AR_gpt-4o_12_52_1025,133,0
AR_gpt-4o_8_50_988,50,1
AR_gpt-4o_8_50_988,131,-1
AR_gpt-4o_8_50_988,17,0
AR_gpt-4o_6_57_1127,57,1
AR_gpt-4o_6_57_1127,8,-1
AR_gpt-4o_6_57_1127,129,0
AR_gpt-4o_13_81_1607,81,1
AR_gpt-4o_13_81_1607,152,-1
AR_gpt-4o_13_81_1607,60,0
AR_gpt-4o_16_84_1665,84,1
AR_gpt-4o_16_84_1665,48,-1
AR_gpt-4o_16_84_1665,83,0
AR_gpt-4o_15_53_1042,53,1
AR_gpt-4o_15_53_1042,133,-1
AR_gpt-4o_15_53_1042,28,0
AR_gpt-4o_17_59_1165,59,1
AR_gpt-4o_17_59_1165,155,-1
AR_gpt-4o_17_59_1165,75,0
AR_gpt-4o_9_85_1682,85,1
AR_gpt-4o_9_85_1682,36,-1
AR_gpt-4o_9_85_1682,39,0
AR_gpt-4o_17_99_1961,99,1
AR_gpt-4o_17_99_1961,103,-1
AR_gpt-4o_17_99_1961,46,0
AR_gpt-4o_13_60_1185,60,1
AR_gpt-4o_13_60_1185,8,-1
AR_gpt-4o_13_60_1185,81,0
AR_gpt-4o_17_99_1969,99,1
AR_gpt-4o_17_99_1969,58,-1
AR_gpt-4o_17_99_1969,38,0
AR_gpt-4o_20_160_3182,160,1
AR_gpt-4o_20_160_3182,103,-1
AR_gpt-4o_20_160_3182,161,0
AR_gpt-4o_15_69_1364,69,1
AR_gpt-4o_15_69_1364,63,-1
AR_gpt-4o_15_69_1364,101,0
AR_gpt-4o_15_98_1946,98,1
AR_gpt-4o_15_98_1946,19,-1
AR_gpt-4o_15_98_1946,63,0
AR_gpt-4o_6_70_1389,70,1
AR_gpt-4o_6_70_1389,136,-1
AR_gpt-4o_6_70_1389,112,0
AR_gpt-4o_16_84_1667,84,1
AR_gpt-4o_16_84_1667,137,-1
AR_gpt-4o_16_84_1667,137,0
AR_gpt-4o_15_48_946,48,1
AR_gpt-4o_15_48_946,26,-1
AR_gpt-4o_15_48_946,53,0
AR_gpt-4o_14_55_1086,55,1
AR_gpt-4o_14_55_1086,23,-1
AR_gpt-4o_14_55_1086,73,0
AR_gpt-4o_19_157_3122,157,1
AR_gpt-4o_19_157_3122,108,-1
AR_gpt-4o_19_157_3122,156,0
AR_gpt-4o_20_160_3181,160,1
AR_gpt-4o_20_160_3181,155,-1
AR_gpt-4o_20_160_3181,159,0
AR_gpt-4o_2_96_1909,96,1
AR_gpt-4o_2_96_1909,114,-1
AR_gpt-4o_2_96_1909,143,0
AR_gpt-4o_18_154_3068,154,1
AR_gpt-4o_18_154_3068,144,-1
AR_gpt-4o_18_154_3068,153,0
AR_gpt-4o_8_50_987,50,1
AR_gpt-4o_8_50_987,45,-1
AR_gpt-4o_8_50_987,58,0
AR_gpt-4o_17_99_1967,99,1
AR_gpt-4o_17_99_1967,56,-1
AR_gpt-4o_17_99_1967,75,0
AR_gpt-4o_15_63_1248,63,1
AR_gpt-4o_15_63_1248,50,-1
AR_gpt-4o_15_63_1248,98,0
AR_gpt-4o_9_86_1705,86,1
AR_gpt-4o_9_86_1705,29,-1
AR_gpt-4o_9_86_1705,47,0
AR_gpt-4o_15_48_944,48,1
AR_gpt-4o_15_48_944,100,-1
AR_gpt-4o_15_48_944,53,0
AR_gpt-4o_8_50_989,50,1
AR_gpt-4o_8_50_989,29,-1
AR_gpt-4o_8_50_989,121,0
AR_gpt-4o_15_98_1944,98,1
